Name,Risk
   BUZZ KILLER ESPRESSO  ,Risk 2 (Medium)
  STARBUCKS COFFEE #47565   ,Risk 2 (Medium)
   ROOM 1520 ,Risk 3 (Low)
 LAKE SHORE SCHOOLS   ,Risk 1 (High)
" THE CATCADE, INC. ",Risk 3 (Low)
   DIEZ Y OCHO   ,Risk 1 (High)
"  ALBANY PARK COMMUNITY CENTER,INCORPORATED   ",Risk 1 (High)
   KING'S MARKET ,Risk 2 (Medium)
 MINI PALAPITA INC. ,Risk 1 (High)
  URBAN  INTERESTS   ,Risk 1 (High)
  NOAH'S ARK CHRISTIAN DAYCARE INC  ,Risk 1 (High)
" TONY'S FINER FOODS ENTERPRISES, INC.  ",Risk 1 (High)
   ALARMIST BREWING   ,Risk 3 (Low)
  NELLA PIZZA PASTA  ,Risk 3 (Low)
"   KIDDIELAND EDUCATIONAL CENTER OF EXCELLENCE II, IN ",Risk 1 (High)
  MCDONALD'S  ,Risk 2 (Medium)
 BLIND BARBER ,Risk 3 (Low)
   NELLA PIZZA PASTA  ,Risk 1 (High)
 THE MAP ROOM  ,Risk 2 (Medium)
  TAQUERIA EL AMIGO INC.  ,Risk 1 (High)
 KAMEYA RAMEN   ,Risk 1 (High)
  MCDONALD'S ,Risk 2 (Medium)
 BLIND BARBER ,Risk 1 (High)
   GOLDEN TEARDROPS ,Risk 3 (Low)
   GOLDEN TEARDROPS   ,Risk 1 (High)
" EL MERO SUPERMARKET, INC   ",Risk 3 (Low)
   ILLINOIS CENTER FOR REHABILITATION AND EDUCATION W   ,Risk 1 (High)
 CAFE RESTAURANT ART  ,Risk 1 (High)
 DIPPIN' DOTS ICE CREAM  ,Risk 2 (Medium)
   SYRENA'S BALTIC LOUNGE  ,Risk 3 (Low)
  PIZZA MANIA  ,Risk 3 (Low)
 AUGUSTA FOOD  ,Risk 2 (Medium)
  EL SOLAZO  ,Risk 1 (High)
 BAMBOO GARDEN RESTAURANT  ,Risk 1 (High)
  LAO SZE CHUAN UPTOWN ,Risk 1 (High)
   IDOF FRESH MEDITERRANIAN ,Risk 1 (High)
 JERK STOP ,Risk 1 (High)
   COURTYARD BY MARRIOTT   ,Risk 1 (High)
 RUBY'S FAST FOOD   ,Risk 1 (High)
 LA CABANA  ,Risk 1 (High)
   HotChocolate  ,Risk 1 (High)
 DUNKIN DONUTS  ,Risk 2 (Medium)
" EAST OF THE RYAN,INC   ",Risk 1 (High)
   CANTON STAR CHINESE RESTAURANT ,Risk 1 (High)
"   LUNA PARK, INC.   ",Risk 1 (High)
  EDISON PARK INN   ,Risk 1 (High)
   WINGSTOP ,Risk 2 (Medium)
   BI BI BOP   ,Risk 1 (High)
   VIENNA SAUSAGE MFG CO   ,Risk 1 (High)
  TACOS EL TIO 2 INC.  ,Risk 1 (High)
 COMMUNITY LEARNING CENTER INC ,Risk 1 (High)
 NAKWON KOREAN BAKERY  ,Risk 1 (High)
   UNIVERSITY VILLAGE MONTESSORI SCHOOL ,Risk 1 (High)
  MAN-JO-VIN INC   ,Risk 1 (High)
 DOG STOP INC  ,Risk 1 (High)
  NICKY'S CHINESE FOOD  ,Risk 1 (High)
  ROCKWELL'S NEIGHBORHOOD GRILL   ,Risk 1 (High)
   ALOHA POKE BELMONT LLC   ,Risk 1 (High)
"   COMMUNITY LEARNING CENTER, INC ",Risk 1 (High)
 CBA  ,Risk 1 (High)
 POPEYE'S CHICKEN ,Risk 1 (High)
   LA KEBRADA  ,Risk 1 (High)
 LAZO'S TACOS ,Risk 1 (High)
" BAI CAFE, INC.  ",Risk 1 (High)
 DEEN FOOD MART   ,Risk 3 (Low)
   IRVING PARK EARLY LEARNING CNT  ,Risk 1 (High)
 BREAKROOM BREWERY   ,Risk 1 (High)
" J & A GRILL, INC  ",Risk 1 (High)
   A&G FRESH MARKET  ,Risk 1 (High)
  NOAH'S ARK CHRISTIAN DAYCARE INC  ,Risk 1 (High)
   LA CEBOLLITA RESTAURANT ,Risk 1 (High)
   ST. DEMETRIOS GREEK ORTHODOX CHURCH  ,Risk 2 (Medium)
 SUPREME EATERY ,Risk 1 (High)
  LA PIRAMIDE RESTAURANT  ,Risk 1 (High)
 ADLER SCHOOL INC  ,Risk 1 (High)
   PANERA BREAD ,Risk 1 (High)
  BROASTED CHICKEN ROYALE ,Risk 1 (High)
 DESSERT CONCEPTS LLC ,Risk 1 (High)
 SUBWAY  ,Risk 1 (High)
  MC DONALD'S RESTAURANT   ,Risk 2 (Medium)
   ANDY'S THAI KITCHEN ,Risk 1 (High)
   HAROLD'S CHICKEN SHACK #14   ,Risk 2 (Medium)
 LA PIRAMIDE RESTAURANT CORPORATION   ,Risk 1 (High)
 CHICAGO CAFFE   ,Risk 1 (High)
   NEW LOVE TERIYAKI ,Risk 1 (High)
   TRASPASADA RESTAURANT ,Risk 1 (High)
 FRESH ZABIHA HALAL SUPER MARKET ,Risk 2 (Medium)
" K&J LEE CHOP SUEY ON DIVERSEY, INC.   ",Risk 1 (High)
   ESSENCE OF CARE  ,Risk 2 (Medium)
 HILTON O'HARE ,Risk 3 (Low)
 HILTON O'HARE ,Risk 3 (Low)
 NORTH PARK CHURCH PRESCHOOL   ,Risk 1 (High)
 MYRON MIXON'S SMOKE SHOW BARBECUE  ,Risk 1 (High)
 JA GRILL HYDE PARK   ,Risk 1 (High)
   HILTON O'HARE   ,Risk 3 (Low)
   HILTON O'HARE   ,Risk 3 (Low)
   PATEL'S CAFE ,Risk 1 (High)
   HILTON O'HARE  ,Risk 1 (High)
  BROTHERS   RESTAURANT ,Risk 1 (High)
  DUNKIN DONUTS/ BASKIN ROBBINS ,Risk 2 (Medium)
 MONTROSE DELI   ,Risk 1 (High)
 RANCHO GRANDE LOS MAGUEYES  ,Risk 1 (High)
   GIFTED CHILDREN ACADEMY ,Risk 1 (High)
   HILTON O'HARE ,Risk 1 (High)
 ALBANY FOOD & LIQUORS  ,Risk 3 (Low)
   ALBANY LIQUORS AND FOOD ,Risk 3 (Low)
   CHINA HUT   ,Risk 1 (High)
   TAZA BAKERY  ,Risk 1 (High)
"   GIFTED CHILDREN ACADEMY, INC. ",Risk 1 (High)
   WHALE TALE   ,Risk 1 (High)
 ILLINOIS CENTER FOR REHABILITATION AND EDUCATION-R ,Risk 1 (High)
 BI BI BOP   ,Risk 1 (High)
  ALBANY LIQUORS AND FOOD   ,Risk 3 (Low)
   BONCI ,Risk 3 (Low)
 DUNKIN DONUTS ,Risk 2 (Medium)
   CARNICERIA Y FRUTERIA   ,Risk 1 (High)
   ST. REST COUNTRY KITCHEN ,Risk 1 (High)
  BEATNIK  ,Risk 3 (Low)
   RAW II   ,Risk 1 (High)
  CHINA HUT  ,Risk 1 (High)
   Snappy Convenience Center #7 ,Risk 1 (High)
 BEATNIK ,Risk 3 (Low)
   PHO XE LUA   ,Risk 1 (High)
   BEATNIK ,Risk 1 (High)
 BONCI ,Risk 1 (High)
"  JERUSALEM GRILL, INC  ",Risk 1 (High)
"   FFT@350, LLC  ",Risk 1 (High)
  PROMISELAND LEARNING CENTER INC. ,Risk 1 (High)
  ROSE FOOD MART   ,Risk 3 (Low)
 REVOLVER ,Risk 1 (High)
  MAMA LUCY'S CATERING CORPORATION   ,Risk 1 (High)
  I Z FOOD MART   ,Risk 1 (High)
  MAGIC JUG  ,Risk 1 (High)
   TRIKE THAI NOODLE + SUSHI ,Risk 1 (High)
"   ITALIAN FIESTA PIZZERIA, INC  ",Risk 1 (High)
"  SAIGON BISTRO RESTAURANT, INC   ",Risk 1 (High)
 ROLLS N BOWLS EXPRESS   ,Risk 1 (High)
 DOG STOP INC  ,Risk 1 (High)
   SUPERMERCADOS VILLAVICENCIO  ,Risk 2 (Medium)
   MARCHESA  ,Risk 1 (High)
   1492 CUBAN FUSION INC ,Risk 1 (High)
   REVOLUTION BREWING  LLC.  ,Risk 1 (High)
  TAQUERIA EL CHORRITO   ,Risk 1 (High)
 HAROLD'S CHICKEN SHACK  ,Risk 2 (Medium)
 FEYROUS PASTRIES ,Risk 1 (High)
 BOB-O'S HOT DOGS ,Risk 1 (High)
  MORRISON'S RESTAURANT  ,Risk 1 (High)
"   IRVING PARK KKC, INC   ",Risk 1 (High)
 NEW CHINA BUFFET   ,Risk 1 (High)
 KENTUCKY FRIED CHICKEN ,Risk 1 (High)
 DUNKIN DONUTS/BASKIN ROBBINS   ,Risk 2 (Medium)
   McDONALD'S # 17274 ,Risk 2 (Medium)
 DOLLAR TREE STORES #673   ,Risk 3 (Low)
 KING JJ INC. ,Risk 2 (Medium)
 GRILL 87  ,Risk 1 (High)
  SOMERSET/DEVEREAUX   ,Risk 3 (Low)
 SPEEDWAY #8320   ,Risk 2 (Medium)
"   TANKARD, TAP & GRILL ",Risk 1 (High)
  LYDIA HOME ASSOCIATION DAY CARE ,Risk 1 (High)
   NORTHCENTER LIGHTHOUSE   ,Risk 1 (High)
  A KARRASEL CHILD CARE CENTERS  ,Risk 1 (High)
  McDONALDS #  17278   ,Risk 2 (Medium)
 DANNY'S PIZZA PLACE ,Risk 3 (Low)
 LET THEM EAT CAKE 2 ,Risk 2 (Medium)
 AKARRASEL CHILD CARE CENTERS ,Risk 1 (High)
 DEL MATTINO MONTESSORI SCHOOL  ,Risk 1 (High)
"  PIE  CAFE,  LLC ",Risk 1 (High)
  CHEESE STEAK & HOAGIES   ,Risk 2 (Medium)
 TACOS DON GABINO  ,Risk 1 (High)
  SOMERSET/DEVEREAUX  ,Risk 3 (Low)
 BIG SAMS FOOD MART & CELLULAR ,Risk 2 (Medium)
  HOME RUN INN   ,Risk 1 (High)
  VICEROY HOTEL   ,Risk 3 (Low)
  STEINGOLD'S OF CHICAGO   ,Risk 1 (High)
   DUNKIN BASKINS TOGOS   ,Risk 2 (Medium)
 SOMERSET/DEVEREAUX ,Risk 1 (High)
" MI LINDO MEXICO MARKET, LLC ",Risk 1 (High)
  WEEGHMAN'S   ,Risk 1 (High)
 DANNY'S PIZZA PLACE   ,Risk 1 (High)
 MEERATH KABAB ,Risk 1 (High)
 CASA MARGARITA ,Risk 3 (Low)
   CASA MARGARITA ,Risk 1 (High)
   SOMERSET/DEVEREAUX ,Risk 3 (Low)
 THE DELTA   ,Risk 1 (High)
 INGRACE'S COMPANY V  ,Risk 1 (High)
  WEEGHMAN'S  ,Risk 1 (High)
   POPEYE'S CHICKEN RESTAURANT   ,Risk 2 (Medium)
   SOMERSET/DEVEREAUX   ,Risk 3 (Low)
 HUMBERTO'S PIZZERIA  ,Risk 1 (High)
 SCHOOL OF SCHOLARS LEARNING CENTER LLC  ,Risk 1 (High)
   SOMERSET/DEVEREAUX  ,Risk 1 (High)
   LUGANOS PIZZA  ,Risk 2 (Medium)
"  MIN'S NOODLE HOUSE, LTD. ",Risk 1 (High)
  R & R MARATHON   ,Risk 3 (Low)
  CBA ,Risk 1 (High)
 LUGANO'S PIZZA   ,Risk 1 (High)
 SOMERSET/DEVEREAUX  ,Risk 3 (Low)
 SOMERSET/DEVEREAUX ,Risk 1 (High)
   CHICAGO SHAKESPEARE THEATER ,Risk 3 (Low)
   J & J FISH   ,Risk 1 (High)
  DUNKIN DONUTS ,Risk 2 (Medium)
   THE DELTA ,Risk 3 (Low)
  VMM SOCIAL ROOM   ,Risk 3 (Low)
  LAND AND LAKE KITCHEN  ,Risk 1 (High)
 KITSCH'N ON ROSCOE ,Risk 1 (High)
   LAND AND LAKE KITCHEN ,Risk 1 (High)
   BUZZ KILLER ESPRESSO  ,Risk 2 (Medium)
   BOO COO ROUX ,Risk 2 (Medium)
  LOBO BRAVO  ,Risk 3 (Low)
 NINJA SUSHI ,Risk 1 (High)
  LOBO BRAVO   ,Risk 1 (High)
 MATHER'S MORE THEN A CAFE   ,Risk 1 (High)
  McDONALD'S # 12785 ,Risk 2 (Medium)
   HALF ACRE BEER COMPANY ,Risk 1 (High)
   LUMES PANCAKE HOUSE ,Risk 1 (High)
  HALF ACRE BEER COMPANY  ,Risk 1 (High)
 FLOYD'S PUB   ,Risk 1 (High)
   FERAJNA RESTAURANT ,Risk 1 (High)
 PORRETTA'S RESTAURANT INC ,Risk 1 (High)
 KILWINS CHOCOLATES FUDGE AND ICE CREAM ,Risk 2 (Medium)
  THAI SPOON AND SUSHI  ,Risk 1 (High)
   THE PARTY ROOM   ,Risk 1 (High)
   CAMPBELL'S JERK  ,Risk 1 (High)
 GEORGE'S HOT DOG   ,Risk 2 (Medium)
  Time Bandits dba Halfwit Coffee Roaasters  ,Risk 1 (High)
   TACO & BURRITO EXPRESS BROTHERS INC.  ,Risk 1 (High)
  5077 KIKO MEAT MARKET  ,Risk 1 (High)
  LA FUENTE BANQUET HALL ,Risk 1 (High)
   HOT WOKS COOL SUSHI  ,Risk 1 (High)
  NOODLES & COMPANY   ,Risk 1 (High)
   MOON STAR GROCERY   ,Risk 3 (Low)
" CHECKERS DRIVE-IN RESTAURANTS, INC   ",Risk 2 (Medium)
  ANGELS DAY CARE CENTER  ,Risk 1 (High)
   PHILLY BROS  ,Risk 1 (High)
  LAKE SHORE SCHOOLS   ,Risk 1 (High)
   SWEET FREAKS ,Risk 2 (Medium)
   THE  VERANDA ON THORNDALE   ,Risk 1 (High)
  KAMEYA RAMEN ,Risk 1 (High)
 HAROLD'S CHICKEN 57 LLC.   ,Risk 1 (High)
  BAR & MARISCOS ,Risk 1 (High)
" KANGAROO KORNER LEARNING  CENTER AND NURSERY, INC.  ",Risk 1 (High)
   BURGER KING   ,Risk 2 (Medium)
 DAMN FINE COFFEE BAR   ,Risk 2 (Medium)
   PATEL'S CAFE ,Risk 1 (High)
   COCULA RESTAURANT  ,Risk 1 (High)
 MC DONALDS   ,Risk 2 (Medium)
  NOON O KABAB  ,Risk 1 (High)
  GIORDANO'S RESTAURANT   ,Risk 1 (High)
  McDONALD'S # 17277   ,Risk 2 (Medium)
  RICE THAI CAFE ,Risk 1 (High)
   ADVOCATE ILLINOIS MASONIC MEDICAL CENTER ,Risk 1 (High)
  KING'S MARKET  ,Risk 2 (Medium)
  CARNICERIA&FRUTERIA EL MITOTE  ,Risk 1 (High)
 ZEE'S   ,Risk 1 (High)
   SUBWAY ,Risk 1 (High)
   DUNKIN DONUTS/BASKIN ROBBINS  ,Risk 2 (Medium)
   CERMAK PRODUCE ,Risk 1 (High)
   ROCKY MOUNTAIN CHOCOLATE FACTORY  ,Risk 2 (Medium)
   LE CAFE   ,Risk 1 (High)
   JAMBA JUICE ,Risk 2 (Medium)
 MOD PIZZA ,Risk 1 (High)
 CHINA CAFE  ,Risk 1 (High)
 C S W CAREER ACADEMY CULINARY ARTS HIGH SCHOOL  ,Risk 2 (Medium)
 LAKE SHORE SCHOOLS   ,Risk 1 (High)
 MOD PIZZA   ,Risk 1 (High)
 ROSELAND LEARNING CENTER   ,Risk 1 (High)
  GRILL 87   ,Risk 1 (High)
  TREE HOUSE ANIMAL FOUNDATION ,Risk 2 (Medium)
  CLUB ALLEGRIA ,Risk 2 (Medium)
   PONCE PLACE ,Risk 1 (High)
  DUNKIN DONUTS  ,Risk 2 (Medium)
 SUBWAY  ,Risk 1 (High)
   HOLIDAY INN CHICAGO O'HARE  ,Risk 1 (High)
 WINGSTOP   ,Risk 2 (Medium)
"  EAST OF THE RYAN,INC   ",Risk 1 (High)
 SUPER CARNICERIA EL POLLO ,Risk 1 (High)
 TAQUERIA 5 DE MAYO ,Risk 1 (High)
   ART OF PIZZA ON STATE STREET  ,Risk 1 (High)
   CUBA 312 ,Risk 1 (High)
   PAULINA MARKET   ,Risk 1 (High)
  KFC ,Risk 1 (High)
   BIRRIERIA JALISCO ,Risk 1 (High)
 MINI PALAPITA INC. ,Risk 1 (High)
  SIAM NOODLE AND RICE  ,Risk 1 (High)
 KABAB GRILL INC. ,Risk 1 (High)
  SURF'S UP SOUTH SHORE   ,Risk 2 (Medium)
"  CHICAGO PIZZERIA, INC.  ",Risk 1 (High)
 B M G INC  ,Risk 2 (Medium)
 BEMO'S   ,Risk 1 (High)
  PALETERIA EL SABOR DE MICHOACAN INC.   ,Risk 1 (High)
  LIBERTY CAFE INC.  ,Risk 2 (Medium)
 BEEFBELLY  ,Risk 1 (High)
  POPEYES ,Risk 1 (High)
  SAVE-A-LOT  # 858 ,Risk 2 (Medium)
 DUNKIN DONUTS  ,Risk 2 (Medium)
  EDDIE CAFE INC.  ,Risk 2 (Medium)
 DUNKIN DONUTS  ,Risk 2 (Medium)
  SUPERMERCADO EL RANCHITO ,Risk 1 (High)
   AVENUE FOOD MAR INC  ,Risk 1 (High)
  VIENNA SAUSAGE MFG CO ,Risk 1 (High)
   SUBWAY ,Risk 1 (High)
   DUNKIN DONUTS  ,Risk 2 (Medium)
 TEA LUV LLC/OOOH WEE SWEET TEA ,Risk 2 (Medium)
"  J & A GRILL, INC  ",Risk 1 (High)
"   LA QUEBRADA #3, INC.  ",Risk 1 (High)
   Norwood Crossing   ,Risk 1 (High)
  LAO SZE CHUAN UPTOWN   ,Risk 1 (High)
  FOREVER YOGURT ,Risk 2 (Medium)
   NOODLES ETC ,Risk 1 (High)
"  GEO.  NOTTOLI & SON, INC. ",Risk 1 (High)
  YOGURT SQUARE  ,Risk 2 (Medium)
   CANTON STAR CHINESE RESTAURANT   ,Risk 1 (High)
  RED LOBSTER #0277   ,Risk 1 (High)
  ANDY'S THAI KITCHEN ,Risk 1 (High)
 FIZZ ,Risk 1 (High)
   CAFE RESTAURANT ART  ,Risk 1 (High)
  DUNKIN DONUTS  ,Risk 2 (Medium)
  THE  VERANDA ON THORNDALE   ,Risk 1 (High)
   THE NEW VALOIS REST INC  ,Risk 1 (High)
   DUNKIN DONUTS ,Risk 2 (Medium)
 AVALON BAR & GRILL   ,Risk 1 (High)
 ARTANGO BAR AND STEAKHOUSE ,Risk 1 (High)
   MYRON MIXON'S SMOKE SHOW BARBECUE ,Risk 1 (High)
 DOMINOS ,Risk 1 (High)
 KULAN RESTAURANT   ,Risk 1 (High)
"   K&J LEE CHOP SUEY ON DIVERSEY, INC. ",Risk 1 (High)
   EMPEROR CUISINE ,Risk 1 (High)
  SUBWAY # 26817-309 W. MONROE ,Risk 1 (High)
 DOMINO'S PIZZA ,Risk 1 (High)
 CAFE PRAGUE   ,Risk 1 (High)
 LOBO BRAVO   ,Risk 3 (Low)
" LAKESIDE ACADEMY, INC  ",Risk 1 (High)
 WING STOP #551 ,Risk 1 (High)
 PHO XE LUA  ,Risk 1 (High)
  BISTRO 6050 ,Risk 1 (High)
  ALDI STORE #32 ,Risk 3 (Low)
"  HACHI SUSHI, LLC ",Risk 1 (High)
 MARIANO'S FRESH MARKET #8503  ,Risk 1 (High)
" FOOD2YOU MAPLEWOOD, INC.  ",Risk 1 (High)
 MUSASHI JAPANESE RESTAURANT ,Risk 1 (High)
  ROCKWELL'S NEIGHBORHOOD GRILL   ,Risk 1 (High)
  PETE'S MARKET #3   ,Risk 1 (High)
 EL CANTANTE  ,Risk 1 (High)
 MARIBEL M. FUENTES AND ENRIQUE R. FUENTES-ORTIZ   ,Risk 3 (Low)
  4343 PETES FRESH MARKET ,Risk 1 (High)
   LOBO BRAVO ,Risk 1 (High)
 ST. MICHAEL PETRO   ,Risk 3 (Low)
" SZYMANSKI BROS, INC ",Risk 1 (High)
   OLAF'S CHILD DAYCARE CENTER INC.   ,Risk 1 (High)
  FRESHII RESTAURANT   ,Risk 1 (High)
  GOGI NARA   ,Risk 1 (High)
 A'S RESTAURANT &  PANCAKE HOUSE  ,Risk 1 (High)
  CHATO'S PASTA HOUSE  ,Risk 1 (High)
 NOAH'S ARK CHRISTIAN DAYCARE INC ,Risk 1 (High)
   KATSU JAPANESE RESTAURANT   ,Risk 1 (High)
  HAROLD'S CHICKEN SHACK #14 ,Risk 2 (Medium)
   PEPE'S MEXICAN RESTAURANT ,Risk 1 (High)
 MR QUILES MEXICAN FOOD #2 ,Risk 2 (Medium)
 MR QUILES MEXICAN FOOD #4 ,Risk 2 (Medium)
  MR QUILES ICE CREAM TRUCK #3 ,Risk 2 (Medium)
   FARES CORPORATION ,Risk 2 (Medium)
 DONUT DELIGHT ,Risk 2 (Medium)
  La PILLUELITA  DE MICHOACAN ,Risk 2 (Medium)
  LaPILLUELITA  deMICOACAN ,Risk 2 (Medium)
 A KARRASEL CHILD CARE CENTERS   ,Risk 1 (High)
   BULL DOG ALE HOUSE   ,Risk 1 (High)
 SARAH E. GOODE. STEM ACADEMY  ,Risk 1 (High)
   AKARRASEL CHILD CARE CENTERS ,Risk 1 (High)
 CENTRAL BAKERY   ,Risk 2 (Medium)
  NAKWON KOREAN BAKERY ,Risk 1 (High)
  MEERATH KABAB  ,Risk 1 (High)
 CHEESE STEAK & HOAGIES  ,Risk 2 (Medium)
   EL GORDO RESTAURANT  ,Risk 1 (High)
 STARBUCKS   ,Risk 2 (Medium)
 YELLOW ROSE CAFE INC   ,Risk 1 (High)
  DELIGHTFUL PASTRIES  ,Risk 1 (High)
  STARBUCKS COFFEE  #2635   ,Risk 2 (Medium)
   THE TOUCH OF EUROPE ,Risk 2 (Medium)
"   SAIGON BISTRO RESTAURANT, INC   ",Risk 1 (High)
   BULL DOG ALE HOUSE  ,Risk 1 (High)
   LAS ISLAS MARIAS II  ,Risk 1 (High)
  SMALL CHEVAL  ,Risk 2 (Medium)
   WILSON GROCERY ,Risk 2 (Medium)
  DUNKIN DONUTS  ,Risk 2 (Medium)
 FIREHOUSE CAPTAIN HOOKS  ,Risk 2 (Medium)
 MARKET CREATION  ,Risk 1 (High)
 MORRISON'S RESTAURANT   ,Risk 1 (High)
 ROLLS N BOWLS EXPRESS   ,Risk 1 (High)
 WENDY'S 11743   ,Risk 1 (High)
  BEMO'S  ,Risk 1 (High)
 THE WEINER'S CIRCLE ,Risk 1 (High)
   CRISP   ,Risk 1 (High)
   ANALOGUE  ,Risk 1 (High)
 FEYROUS PASTRIES ,Risk 1 (High)
 R & R MARATHON ,Risk 3 (Low)
 DUNKIN DONUTS/BASKIN ROBBINS  ,Risk 2 (Medium)
"   HOST INTERNATIONAL, INC ",Risk 2 (Medium)
   MADISON TAVERN  ,Risk 1 (High)
" SAM'S CHICKEN AND RIBS, PIZZA  ",Risk 1 (High)
  DELI/STARBUCK'S  ,Risk 2 (Medium)
   EL CANTANTE   ,Risk 1 (High)
  BIG BRICKS   ,Risk 1 (High)
  DRINKS ON ME CATERING ,Risk 3 (Low)
 PHOS THAI ,Risk 1 (High)
  NEW CHICAGO RESTAURANT  ,Risk 1 (High)
   EL NUEVO BORIQUEN  ,Risk 1 (High)
   ONE STOP SHOP ONLY   ,Risk 3 (Low)
  SUBWAY 26199   ,Risk 1 (High)
   BEMO'S   ,Risk 1 (High)
  TOAST ,Risk 1 (High)
   CBA  ,Risk 1 (High)
  DUNKIN DONUTS ,Risk 2 (Medium)
 BURGER KING RESTAURANT # 5495   ,Risk 2 (Medium)
 STARBUCKS COFFEE  #2635 ,Risk 2 (Medium)
 MARKET SELECT   ,Risk 3 (Low)
  HYATT ,Risk 1 (High)
 TWEET  ,Risk 1 (High)
  THE GROVE   ,Risk 2 (Medium)
 THE LEARNING BLOCK   ,Risk 1 (High)
 MOD PIZZA ,Risk 1 (High)
  MARKET SELECT   ,Risk 3 (Low)
   LAGO WINE BAR   ,Risk 1 (High)
  PORTAGE GROUNDS COFFEE & TEA   ,Risk 2 (Medium)
   SOUTH LOOP MONTESSORI SCHOOL   ,Risk 1 (High)
  MOD PIZZA   ,Risk 1 (High)
 LAGO WINE BAR ,Risk 1 (High)
   CHILDREN INTERNATIONAL ACADEMY   ,Risk 1 (High)
   BUENA NUTRICION  ,Risk 2 (Medium)
 MARTINI CLUB AT MANOR BOWLING & BILLIARD   ,Risk 1 (High)
  IPSENTO  ,Risk 2 (Medium)
 LUMES PANCAKE HOUSE   ,Risk 1 (High)
  ROSAS TAMALES  ,Risk 1 (High)
"   KATE & JAN, CORP.   ",Risk 2 (Medium)
 SUPER SAVE  ,Risk 2 (Medium)
   CAPTAIN HOOKS FISH & CHICKEN  ,Risk 1 (High)
 BERCO'S POPCORN LLC. ,Risk 2 (Medium)
   SUSHI PARA  M   ,Risk 1 (High)
  CHICAGO LIVE POULTRY ,Risk 2 (Medium)
   Johnnie Blue  ,Risk 1 (High)
  SUBWAY 3634   ,Risk 1 (High)
  GIO'S SPORTS BAR ,Risk 1 (High)
 HOT WOKS COOL SUSHI  ,Risk 1 (High)
   GANNON'S PUB   ,Risk 1 (High)
   SEA SHELL RESTAURANT   ,Risk 2 (Medium)
  EL ASADOR EXPRESS ,Risk 1 (High)
  THE GREAT STEAK & POTATO COMPANY   ,Risk 2 (Medium)
 SEASHELL FISH & CHICKEN   ,Risk 1 (High)
  NEW LINE   ,Risk 1 (High)
 CAFFE  MERCATO ,Risk 2 (Medium)
 WISHBONE RESTAURANT  ,Risk 1 (High)
 JOY YEE NOODLE SHOP  ,Risk 1 (High)
 TACOS EL TIO 2 INC. ,Risk 1 (High)
   5077 KIKO MEAT MARKET  ,Risk 1 (High)
  EL PLAN INC   ,Risk 1 (High)
   WINGSTOP   ,Risk 1 (High)
   CITGO GAS  ,Risk 3 (Low)
 PHOS THAI  ,Risk 1 (High)
 Backyard Grill  ,Risk 1 (High)
" TAQUERIA  MAZAMITLA, INC.   ",Risk 1 (High)
"   TANKARD, TAP & GRILL   ",Risk 1 (High)
 LA FUENTE BANQUET HALL  ,Risk 1 (High)
  MCDONALDS   ,Risk 2 (Medium)
   CHIPOTLE MEXICAN GRILL ,Risk 1 (High)
 A&G FRESH MARKET  ,Risk 1 (High)
   JAMBA JUICE ,Risk 2 (Medium)
   LE CAFE ,Risk 1 (High)
  DAMN FINE COFFEE BAR   ,Risk 2 (Medium)
 El Publano ,Risk 1 (High)
  HALE FAMILY MC DONALD'S ,Risk 2 (Medium)
   EL JARDIN MEXICAN & AMERICAN FOOD   ,Risk 1 (High)
  AFC Sushi @ Tony's Finer Foods #1667   ,Risk 1 (High)
   LAFARINE BAKERY #2  ,Risk 1 (High)
  THE LEARNING EXPERIENCE  ,Risk 1 (High)
   FAIRFIELD INN   ,Risk 2 (Medium)
"   SSP AMERICA, INC  ",Risk 1 (High)
   McDONALD'S # 22821 ,Risk 2 (Medium)
  THALIA'S RESTAURANT ,Risk 1 (High)
  CARNICERIA LA GLORIA ,Risk 1 (High)
 RESTAURANT SANTIAGO  ,Risk 1 (High)
   HOME RUN INN   ,Risk 1 (High)
 CAFE MIMOZA   ,Risk 1 (High)
 ROJO GUSANO  ,Risk 1 (High)
  HACHI'S KITCHEN   ,Risk 1 (High)
   T & B GRILL  ,Risk 1 (High)
   MILD2 SPICY  ,Risk 1 (High)
"   INDO-PAK MEAT&GROCERY,LLC   ",Risk 2 (Medium)
  La PILLUELITA  DE MICHOACAN   ,Risk 2 (Medium)
  SHULTZ WINGS & HOAGE II INC  ,Risk 2 (Medium)
"  TAQUERIA CORAL, INC.   ",Risk 1 (High)
   LaPILLUELITA  deMICOACAN  ,Risk 2 (Medium)
"   HONEYGROW, LLC  ",Risk 1 (High)
   NAF NAF GRILL   ,Risk 1 (High)
 PETEY'S ,Risk 1 (High)
 LA FOGATA  ,Risk 1 (High)
"   BUBA -LA FROZEN YOGURT, LLC   ",Risk 1 (High)
   THE RADLER  ,Risk 1 (High)
 SURF'S UP SOUTH SHORE   ,Risk 2 (Medium)
   YUSHO  ,Risk 1 (High)
   PHILLY'S BEST EXPRESS   ,Risk 2 (Medium)
  THE KOMBUCHA ROOM  ,Risk 2 (Medium)
 Starbuck's Coffee #2568   ,Risk 2 (Medium)
   PUBLIC HOUSE   ,Risk 1 (High)
   EL ORIGINAL GALLO BRAVO ,Risk 1 (High)
"   MI LINDO MEXICO MARKET, LLC ",Risk 1 (High)
  ZZS INC. ,Risk 2 (Medium)
